InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Month
560929,21094,SET/6 RED SPOTTY PAPER PLATES,2,2011-07-22 10:06:00,0.85,16866.0,United Kingdom,1.7,2011-07
538346,82600,NO SINGING METAL SIGN,12,2010-12-10 14:53:00,2.1,17865.0,United Kingdom,25.200000000000003,2010-12
573500,22747,POPPY'S PLAYHOUSE BATHROOM,1,2011-10-31 12:01:00,2.1,16931.0,United Kingdom,2.1,2011-10
541214,70006,LOVE HEART POCKET WARMER,12,2011-01-14 13:41:00,1.65,15570.0,United Kingdom,19.799999999999997,2011-01
581147,22662,LUNCH BAG DOLLY GIRL DESIGN,2,2011-12-07 14:01:00,1.65,16426.0,United Kingdom,3.3,2011-12
579358,23396,LE JARDIN BOTANIQUE CUSHION COVER,4,2011-11-29 11:50:00,3.75,16992.0,United Kingdom,15.0,2011-11
558771,47599A,PINK PARTY BAGS,3,2011-07-03 15:53:00,2.1,17105.0,United Kingdom,6.300000000000001,2011-07
556526,POST,POSTAGE,1,2011-06-13 11:33:00,18.0,12732.0,France,18.0,2011-06
542393,21975,PACK OF 60 DINOSAUR CAKE CASES,4,2011-01-27 15:02:00,0.55,18125.0,United Kingdom,2.2,2011-01
579411,21218,RED SPOTTY BISCUIT TIN,2,2011-11-29 12:46:00,3.75,16794.0,United Kingdom,7.5,2011-11
548649,21155,RED RETROSPOT PEG BAG,100,2011-04-01 13:21:00,2.1,18179.0,United Kingdom,210.0,2011-04
561870,22196,SMALL HEART MEASURING SPOONS,12,2011-07-31 11:45:00,0.85,14911.0,EIRE,10.2,2011-07
538011,22412,METAL SIGN NEIGHBOURHOOD WITCH ,2,2010-12-09 12:24:00,2.1,14896.0,United Kingdom,4.2,2010-12
558758,21326,AGED GLASS SILVER T-LIGHT HOLDER,1,2011-07-03 12:27:00,0.65,17939.0,United Kingdom,0.65,2011-07
551142,22151,PLACE SETTING WHITE HEART,24,2011-04-26 13:22:00,0.42,17613.0,United Kingdom,10.08,2011-04
560980,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-07-22 12:41:00,2.55,16107.0,United Kingdom,81.6,2011-07
579196,22731,3D CHRISTMAS STAMPS STICKERS ,1,2011-11-28 15:54:00,2.46,14096.0,United Kingdom,2.46,2011-11
581400,22972,CHILDREN'S SPACEBOY MUG,2,2011-12-08 13:36:00,1.65,14056.0,United Kingdom,3.3,2011-12
557275,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-06-19 11:45:00,1.25,15544.0,United Kingdom,30.0,2011-06
561922,22544,MINI JIGSAW SPACEBOY,1,2011-08-01 12:12:00,0.42,13167.0,United Kingdom,0.42,2011-08
566720,48138,DOORMAT UNION FLAG,1,2011-09-14 12:42:00,8.25,13634.0,United Kingdom,8.25,2011-09
564670,21719,LOVELY BONBON STICKER SHEET,12,2011-08-26 15:44:00,0.85,12683.0,France,10.2,2011-08
558616,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2011-06-30 16:22:00,0.85,16045.0,United Kingdom,10.2,2011-06
577557,22469,HEART OF WICKER SMALL,2,2011-11-20 15:36:00,1.65,15426.0,United Kingdom,3.3,2011-11
558885,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-07-04 15:10:00,8.95,13267.0,United Kingdom,17.9,2011-07
540509,22817,CARD SUKI BIRTHDAY,12,2011-01-09 11:27:00,0.42,14800.0,United Kingdom,5.04,2011-01
537042,22469,HEART OF WICKER SMALL,1,2010-12-05 10:45:00,1.65,13838.0,United Kingdom,1.65,2010-12
579870,22551,PLASTERS IN TIN SPACEBOY,12,2011-11-30 16:47:00,1.65,12437.0,France,19.799999999999997,2011-11
578290,21165,BEWARE OF THE CAT METAL SIGN ,12,2011-11-23 14:07:00,1.69,13644.0,United Kingdom,20.28,2011-11
552824,22917,HERB MARKER ROSEMARY,7,2011-05-11 13:16:00,0.65,14056.0,United Kingdom,4.55,2011-05
577485,20759,CHRYSANTHEMUM POCKET BOOK ,2,2011-11-20 11:56:00,0.85,16360.0,United Kingdom,1.7,2011-11
555855,22663,JUMBO BAG DOLLY GIRL DESIGN,3,2011-06-07 13:56:00,2.08,15311.0,United Kingdom,6.24,2011-06
545059,21990,MODERN FLORAL STATIONERY SET,2,2011-02-27 13:04:00,2.95,14157.0,United Kingdom,5.9,2011-02
562596,23297,SET 40 HEART SHAPE PETIT FOUR CASES,16,2011-08-08 09:22:00,1.65,16145.0,United Kingdom,26.4,2011-08
536752,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,2010-12-02 14:06:00,1.06,17850.0,United Kingdom,6.36,2010-12
564640,23439,HAND WARMER RED LOVE HEART,12,2011-08-26 13:00:00,2.1,14837.0,United Kingdom,25.200000000000003,2011-08
546778,22989,SET 2 PANTRY DESIGN TEA TOWELS,3,2011-03-16 16:38:00,3.25,14572.0,United Kingdom,9.75,2011-03
538155,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,24,2010-12-09 16:52:00,2.75,16907.0,United Kingdom,66.0,2010-12
541225,21985,PACK OF 12 HEARTS DESIGN TISSUES ,48,2011-01-14 14:47:00,0.29,14099.0,United Kingdom,13.919999999999998,2011-01
578305,22784,LANTERN CREAM GAZEBO ,18,2011-11-23 15:44:00,4.25,14088.0,United Kingdom,76.5,2011-11
561584,47567B,TEA TIME KITCHEN APRON,3,2011-07-28 10:38:00,5.95,13534.0,United Kingdom,17.85,2011-07
563404,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-08-16 11:04:00,2.08,16303.0,United Kingdom,20.8,2011-08
569140,22595,GINGHAM HEART DECORATION,12,2011-09-30 14:59:00,0.85,14503.0,United Kingdom,10.2,2011-09
563209,22085,PAPER CHAIN KIT SKULLS ,3,2011-08-14 12:23:00,2.95,13527.0,United Kingdom,8.850000000000001,2011-08
571653,21642,ASSORTED TUTTI FRUTTI PEN,48,2011-10-18 12:17:00,0.29,14298.0,United Kingdom,13.919999999999998,2011-10
569910,23209,LUNCH BAG VINTAGE DOILY ,20,2011-10-06 16:47:00,1.65,17139.0,United Kingdom,33.0,2011-10
572669,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2011-10-25 13:10:00,0.55,16549.0,United Kingdom,1.1,2011-10
565845,23206,LUNCH BAG APPLE DESIGN,10,2011-09-07 12:21:00,1.65,14709.0,United Kingdom,16.5,2011-09
558126,82494L,WOODEN FRAME ANTIQUE WHITE ,48,2011-06-27 10:29:00,2.55,15482.0,United Kingdom,122.39999999999999,2011-06
569555,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-10-05 08:17:00,2.1,17728.0,United Kingdom,12.600000000000001,2011-10
539042,22311,OFFICE MUG WARMER BLACK+SILVER ,6,2010-12-15 15:37:00,2.95,15062.0,United Kingdom,17.700000000000003,2010-12
547867,21107,CREAM SLICE FLANNEL PINK SPOT ,2,2011-03-27 13:56:00,2.95,13357.0,United Kingdom,5.9,2011-03
559134,22988,SOLDIERS EGG CUP ,12,2011-07-06 13:14:00,1.25,12700.0,France,15.0,2011-07
537409,22156,HEART DECORATION WITH PEARLS ,24,2010-12-06 15:00:00,0.85,15194.0,United Kingdom,20.4,2010-12
569827,23211,RED ROCKING HORSE HAND PAINTED,24,2011-10-06 12:26:00,1.25,13591.0,United Kingdom,30.0,2011-10
571498,23183,MOTHER'S KITCHEN SPOON REST ,2,2011-10-17 15:06:00,3.75,17841.0,United Kingdom,7.5,2011-10
580884,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-12-06 12:21:00,1.65,15907.0,United Kingdom,1.65,2011-12
565478,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-09-05 11:18:00,2.95,15005.0,United Kingdom,5.9,2011-09
574777,21809,CHRISTMAS HANGING TREE WITH BELL,48,2011-11-07 10:23:00,0.39,17761.0,United Kingdom,18.72,2011-11
568527,23207,LUNCH BAG ALPHABET DESIGN,10,2011-09-27 13:21:00,1.65,13178.0,United Kingdom,16.5,2011-09
568883,22593,CHRISTMAS GINGHAM STAR,12,2011-09-29 12:43:00,0.85,18198.0,United Kingdom,10.2,2011-09
568327,22992,REVOLVER WOODEN RULER ,12,2011-09-26 14:02:00,1.95,15492.0,United Kingdom,23.4,2011-09
579146,23357,HOT WATER BOTTLE SEX BOMB,3,2011-11-28 13:14:00,4.95,16347.0,United Kingdom,14.850000000000001,2011-11
573326,22374,AIRLINE BAG VINTAGE JET SET RED,4,2011-10-30 11:08:00,4.25,15298.0,United Kingdom,17.0,2011-10
539292,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2010-12-16 16:42:00,2.55,16539.0,United Kingdom,15.299999999999999,2010-12
566289,22817,CARD SUKI BIRTHDAY,12,2011-09-11 15:20:00,0.42,15601.0,United Kingdom,5.04,2011-09
576053,22951,60 CAKE CASES DOLLY GIRL DESIGN,2,2011-11-13 14:53:00,0.55,16726.0,United Kingdom,1.1,2011-11
572882,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2011-10-26 13:36:00,1.25,18226.0,United Kingdom,15.0,2011-10
577701,22138,BAKING SET 9 PIECE RETROSPOT ,10,2011-11-21 12:11:00,4.95,13673.0,United Kingdom,49.5,2011-11
547253,21688,SILVER PLATE CANDLE BOWL SMALL,6,2011-03-22 10:44:00,2.95,13869.0,United Kingdom,17.700000000000003,2011-03
574149,23393,HOME SWEET HOME CUSHION COVER ,4,2011-11-03 11:29:00,3.75,13709.0,United Kingdom,15.0,2011-11
578088,23077,DOUGHNUT LIP GLOSS ,20,2011-11-22 16:47:00,1.25,16376.0,United Kingdom,25.0,2011-11
550974,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-04-21 17:10:00,1.95,13862.0,United Kingdom,15.6,2011-04
545085,22064,PINK DOUGHNUT TRINKET POT ,2,2011-02-28 11:19:00,1.65,15039.0,United Kingdom,3.3,2011-02
577769,22867,HAND WARMER BIRD DESIGN,12,2011-11-21 15:27:00,2.1,16379.0,United Kingdom,25.200000000000003,2011-11
573897,21136,PAINTED METAL PEARS ASSORTED,8,2011-11-01 14:29:00,1.69,16729.0,United Kingdom,13.52,2011-11
575983,23319,BOX OF 6 MINI 50'S CRACKERS,1,2011-11-13 13:45:00,2.49,13379.0,United Kingdom,2.49,2011-11
550829,23150,IVORY SWEETHEART SOAP DISH,1,2011-04-21 10:19:00,2.49,17841.0,United Kingdom,2.49,2011-04
565585,22555,PLASTERS IN TIN STRONGMAN,12,2011-09-05 13:22:00,1.65,16172.0,United Kingdom,19.799999999999997,2011-09
556475,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-06-12 12:03:00,2.95,18109.0,United Kingdom,8.850000000000001,2011-06
548612,22084,PAPER CHAIN KIT EMPIRE,4,2011-04-01 11:34:00,2.95,13137.0,United Kingdom,11.8,2011-04
564752,23127,FELTCRAFT GIRL NICOLE KIT,16,2011-08-30 10:07:00,4.95,16126.0,United Kingdom,79.2,2011-08
576630,20750,RED RETROSPOT MINI CASES,2,2011-11-16 08:38:00,7.95,13816.0,Germany,15.9,2011-11
542719,21397,BLUE POLKADOT EGG CUP ,6,2011-01-31 14:18:00,1.25,17619.0,United Kingdom,7.5,2011-01
555872,20992,JAZZ HEARTS PURSE NOTEBOOK,24,2011-06-07 15:04:00,0.39,13395.0,United Kingdom,9.36,2011-06
538311,20728,LUNCH BAG CARS BLUE,10,2010-12-10 13:48:00,1.65,12785.0,Portugal,16.5,2010-12
562256,22844,VINTAGE CREAM DOG FOOD CONTAINER,4,2011-08-03 15:14:00,8.5,15152.0,United Kingdom,34.0,2011-08
537773,20725,LUNCH BAG RED RETROSPOT,2,2010-12-08 12:36:00,1.65,16016.0,United Kingdom,3.3,2010-12
579556,23199,JUMBO BAG APPLES,1,2011-11-30 11:17:00,2.08,17835.0,United Kingdom,2.08,2011-11
568655,23245,SET OF 3 REGENCY CAKE TINS,4,2011-09-28 12:20:00,4.95,17611.0,United Kingdom,19.8,2011-09
549743,23206,LUNCH BAG APPLE DESIGN,10,2011-04-12 10:05:00,1.65,16186.0,United Kingdom,16.5,2011-04
540953,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1,2011-01-12 13:16:00,0.65,14587.0,United Kingdom,0.65,2011-01
563844,84818,DANISH ROSE PHOTO FRAME,24,2011-08-19 14:04:00,0.79,17725.0,United Kingdom,18.96,2011-08
578022,21787,RAIN PONCHO RETROSPOT,1,2011-11-22 13:25:00,0.85,17371.0,United Kingdom,0.85,2011-11
557849,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-06-23 10:52:00,2.95,17613.0,United Kingdom,35.400000000000006,2011-06
555284,20618,QUEEN OF THE SKIES PASSPORT COVER ,6,2011-06-02 09:37:00,1.69,14298.0,United Kingdom,10.14,2011-06
570225,22747,POPPY'S PLAYHOUSE BATHROOM,1,2011-10-09 13:15:00,2.1,16595.0,United Kingdom,2.1,2011-10
547795,22138,BAKING SET 9 PIECE RETROSPOT ,2,2011-03-25 12:21:00,4.95,14536.0,United Kingdom,9.9,2011-03
554415,21984,PACK OF 12 PINK PAISLEY TISSUES ,24,2011-05-24 12:10:00,0.29,18202.0,United Kingdom,6.959999999999999,2011-05
580295,22308,TEA COSY BLUE STRIPE,1,2011-12-02 13:49:00,2.55,17841.0,United Kingdom,2.55,2011-12
553710,22378,WALL TIDY RETROSPOT ,3,2011-05-18 15:35:00,2.1,17338.0,United Kingdom,6.300000000000001,2011-05
559122,84596G,SMALL CHOCOLATES PINK BOWL,16,2011-07-06 12:22:00,0.42,15159.0,United Kingdom,6.72,2011-07
557858,21243,PINK  POLKADOT PLATE ,1,2011-06-23 11:51:00,1.69,14159.0,United Kingdom,1.69,2011-06
565235,23233,WRAP POPPIES  DESIGN,25,2011-09-02 09:43:00,0.42,13418.0,United Kingdom,10.5,2011-09
567424,22966,GINGERBREAD MAN COOKIE CUTTER,3,2011-09-20 11:16:00,1.25,16369.0,United Kingdom,3.75,2011-09
563444,22445,PENCIL CASE LIFE IS BEAUTIFUL,2,2011-08-16 13:50:00,2.95,16033.0,United Kingdom,5.9,2011-08
558628,21716,BOYS VINTAGE TIN SEASIDE BUCKET,16,2011-06-30 17:59:00,2.55,12626.0,Germany,40.8,2011-06
538056,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,16,2010-12-09 13:34:00,0.85,17198.0,United Kingdom,13.6,2010-12
536857,85049D,BRIGHT BLUES RIBBONS ,5,2010-12-03 10:33:00,1.25,16883.0,United Kingdom,6.25,2010-12
560249,23109,PACK OF SIX LED TEA LIGHTS,6,2011-07-17 12:26:00,2.89,17571.0,United Kingdom,17.34,2011-07
552559,22713,CARD I LOVE LONDON ,12,2011-05-10 11:44:00,0.42,15865.0,United Kingdom,5.04,2011-05
575504,22726,ALARM CLOCK BAKELIKE GREEN,8,2011-11-10 10:29:00,3.75,14895.0,United Kingdom,30.0,2011-11
543040,22469,HEART OF WICKER SMALL,2,2011-02-02 17:06:00,1.65,17337.0,United Kingdom,3.3,2011-02
581149,23332,IVORY WICKER HEART LARGE,3,2011-12-07 14:12:00,1.65,15471.0,United Kingdom,4.949999999999999,2011-12
569493,21889,WOODEN BOX OF DOMINOES,12,2011-10-04 13:35:00,1.25,13317.0,United Kingdom,15.0,2011-10
570442,21770,OPEN CLOSED METAL SIGN,1,2011-10-10 14:37:00,4.95,16549.0,United Kingdom,4.95,2011-10
538689,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2010-12-14 09:52:00,2.95,13050.0,United Kingdom,23.6,2010-12
545812,22979,PANTRY WASHING UP BRUSH,12,2011-03-07 12:26:00,1.45,14214.0,United Kingdom,17.4,2011-03
556816,21561,DINOSAUR LUNCH BOX WITH CUTLERY,12,2011-06-15 09:01:00,2.55,12437.0,France,30.599999999999998,2011-06
539049,82552,WASHROOM METAL SIGN,12,2010-12-15 16:21:00,1.45,15615.0,United Kingdom,17.4,2010-12
542237,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,2011-01-26 14:30:00,2.95,12347.0,Iceland,17.700000000000003,2011-01
564322,82482,WOODEN PICTURE FRAME WHITE FINISH,72,2011-08-24 13:23:00,2.1,13694.0,United Kingdom,151.20000000000002,2011-08
538917,90185A,AMBER DIAMANTE EXPANDABLE RING,3,2010-12-15 10:57:00,4.25,17449.0,United Kingdom,12.75,2010-12
541857,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,2011-01-23 15:17:00,6.45,12727.0,France,19.35,2011-01
567095,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-09-16 13:03:00,8.25,17049.0,United Kingdom,16.5,2011-09
577784,21787,RAIN PONCHO RETROSPOT,24,2011-11-21 16:24:00,0.85,13862.0,United Kingdom,20.4,2011-11
573583,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,6,2011-10-31 14:29:00,4.25,14167.0,United Kingdom,25.5,2011-10
563937,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-08-22 09:10:00,1.25,18204.0,United Kingdom,15.0,2011-08
564718,17136A,BLUE STONES ON WIRE FOR CANDLE,6,2011-08-28 11:25:00,0.08,13301.0,United Kingdom,0.48,2011-08
570292,23541,WALL ART CLASSIC PUDDINGS ,2,2011-10-10 11:59:00,8.25,13418.0,United Kingdom,16.5,2011-10
543989,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2011-02-15 09:52:00,3.75,12415.0,Australia,30.0,2011-02
545683,22267,EASTER DECORATION EGG BUNNY ,2,2011-03-06 11:50:00,1.25,14903.0,United Kingdom,2.5,2011-03
558705,22999,TRAVEL CARD WALLET VINTAGE LEAF,1,2011-07-01 12:52:00,0.42,12748.0,United Kingdom,0.42,2011-07
574662,23236,STORAGE TIN VINTAGE DOILY ,6,2011-11-06 12:01:00,2.89,16676.0,United Kingdom,17.34,2011-11
554306,23298,SPOTTY BUNTING,21,2011-05-23 14:59:00,4.95,15734.0,United Kingdom,103.95,2011-05
541631,22029,SPACEBOY BIRTHDAY CARD,12,2011-01-20 10:48:00,0.42,12637.0,France,5.04,2011-01
541274,21533,RETROSPOT LARGE MILK JUG,3,2011-01-17 11:24:00,4.95,15696.0,United Kingdom,14.850000000000001,2011-01
550626,15034,PAPER POCKET TRAVELING FAN ,12,2011-04-19 14:23:00,0.14,13184.0,United Kingdom,1.6800000000000002,2011-04
572096,22187,GREEN CHRISTMAS TREE CARD HOLDER,5,2011-10-20 15:20:00,1.95,16813.0,United Kingdom,9.75,2011-10
544455,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-02-20 13:18:00,0.42,13097.0,United Kingdom,10.08,2011-02
563557,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-08-17 13:33:00,0.55,15786.0,United Kingdom,13.200000000000001,2011-08
566913,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,4,2011-09-15 14:07:00,2.1,17602.0,United Kingdom,8.4,2011-09
560104,21175,GIN + TONIC DIET METAL SIGN,2,2011-07-14 18:56:00,2.55,17921.0,United Kingdom,5.1,2011-07
563355,16161P,WRAP ENGLISH ROSE ,25,2011-08-15 14:39:00,0.42,14156.0,EIRE,10.5,2011-08
562045,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-08-02 10:33:00,4.15,12644.0,Germany,16.6,2011-08
540859,84836,ZINC METAL HEART DECORATION,4,2011-01-12 10:58:00,1.25,17965.0,United Kingdom,5.0,2011-01
573029,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,3,2011-10-27 13:33:00,2.1,14971.0,United Kingdom,6.300000000000001,2011-10
559691,21165,BEWARE OF THE CAT METAL SIGN ,12,2011-07-11 15:52:00,1.69,13089.0,United Kingdom,20.28,2011-07
536970,22423,REGENCY CAKESTAND 3 TIER,120,2010-12-03 13:12:00,10.95,17949.0,United Kingdom,1314.0,2010-12
571883,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,2011-10-19 13:58:00,0.85,14704.0,United Kingdom,1.7,2011-10
577502,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-11-20 12:34:00,4.95,12598.0,France,19.8,2011-11
574670,23352,ROLL WRAP 50'S RED CHRISTMAS ,3,2011-11-06 12:20:00,1.25,12838.0,United Kingdom,3.75,2011-11
552624,22185,SLATE TILE NATURAL HANGING,2,2011-05-10 12:53:00,1.65,14505.0,United Kingdom,3.3,2011-05
572461,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-10-24 12:56:00,2.95,17344.0,United Kingdom,2.95,2011-10
539663,22582,PACK OF 6 SWEETIE GIFT BOXES,1,2010-12-21 10:26:00,2.55,17961.0,United Kingdom,2.55,2010-12
571281,22767,TRIPLE PHOTO FRAME CORNICE ,4,2011-10-16 13:23:00,8.5,14088.0,United Kingdom,34.0,2011-10
559898,21231,SWEETHEART CERAMIC TRINKET BOX,2,2011-07-13 12:18:00,1.25,16225.0,United Kingdom,2.5,2011-07
580691,22608,PENS ASSORTED FUNKY JEWELED ,36,2011-12-05 15:48:00,0.19,13790.0,United Kingdom,6.84,2011-12
575336,20677,PINK POLKADOT BOWL,2,2011-11-09 13:58:00,1.25,14968.0,United Kingdom,2.5,2011-11
578284,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,2011-11-23 13:56:00,0.65,14385.0,United Kingdom,10.4,2011-11
565936,22601,CHRISTMAS RETROSPOT ANGEL WOOD,576,2011-09-08 10:49:00,0.72,15653.0,United Kingdom,414.71999999999997,2011-09
581188,20726,LUNCH BAG WOODLAND,10,2011-12-07 16:47:00,1.65,17735.0,United Kingdom,16.5,2011-12
553207,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-05-16 09:02:00,1.25,17001.0,United Kingdom,15.0,2011-05
541262,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,2011-01-16 15:50:00,1.65,18069.0,United Kingdom,1.65,2011-01
544664,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,16,2011-02-22 14:55:00,0.85,16045.0,United Kingdom,13.6,2011-02
575324,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-11-09 13:45:00,2.95,14240.0,United Kingdom,17.700000000000003,2011-11
555567,21218,RED SPOTTY BISCUIT TIN,1,2011-06-05 15:25:00,3.75,17050.0,United Kingdom,3.75,2011-06
569482,22193,RED DINER WALL CLOCK,2,2011-10-04 12:43:00,8.5,14184.0,United Kingdom,17.0,2011-10
552192,21843,RED RETROSPOT CAKE STAND,3,2011-05-06 14:16:00,10.95,15258.0,United Kingdom,32.849999999999994,2011-05
544642,47481,50CM METAL STRING WITH  7 CLIPS,4,2011-02-22 11:41:00,0.85,17811.0,United Kingdom,3.4,2011-02
540506,85114C,RED ENCHANTED FOREST PLACEMAT,1,2011-01-09 11:12:00,1.65,17796.0,United Kingdom,1.65,2011-01
569667,23403,LETTER HOLDER HOME SWEET HOME,4,2011-10-05 13:42:00,3.75,17521.0,United Kingdom,15.0,2011-10
572295,22754,SMALL RED BABUSHKA NOTEBOOK ,1,2011-10-23 13:49:00,0.85,16686.0,United Kingdom,0.85,2011-10
552333,22951,60 CAKE CASES DOLLY GIRL DESIGN,2,2011-05-09 10:38:00,0.55,15039.0,United Kingdom,1.1,2011-05
562727,22619,SET OF 6 SOLDIER SKITTLES,4,2011-08-09 09:26:00,3.75,15601.0,United Kingdom,15.0,2011-08
572925,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2011-10-27 09:18:00,3.75,12523.0,France,15.0,2011-10
568996,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,2011-09-29 17:16:00,8.5,13131.0,United Kingdom,34.0,2011-09
540547,84818,DANISH ROSE PHOTO FRAME,6,2011-01-09 16:07:00,2.55,14911.0,EIRE,15.299999999999999,2011-01
550831,48187,DOORMAT NEW ENGLAND,2,2011-04-21 10:29:00,7.95,13534.0,United Kingdom,15.9,2011-04
569910,23208,LUNCH BAG VINTAGE LEAF DESIGN,20,2011-10-06 16:47:00,1.65,17139.0,United Kingdom,33.0,2011-10
569248,22941,CHRISTMAS LIGHTS 10 REINDEER,2,2011-10-03 10:09:00,8.5,12886.0,United Kingdom,17.0,2011-10
538095,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,2010-12-09 14:55:00,3.75,17097.0,Spain,3.75,2010-12
577773,21810,CHRISTMAS HANGING STAR WITH BELL,2,2011-11-21 15:57:00,0.39,16712.0,United Kingdom,0.78,2011-11
581516,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-12-09 11:26:00,0.79,14422.0,United Kingdom,14.22,2011-12
580279,23172,REGENCY TEA PLATE PINK,12,2011-12-02 13:12:00,1.65,15123.0,United Kingdom,19.799999999999997,2011-12
578526,48194,DOORMAT HEARTS,2,2011-11-24 14:22:00,8.25,13995.0,United Kingdom,16.5,2011-11
552692,22617,BAKING SET SPACEBOY DESIGN,3,2011-05-10 15:19:00,4.95,13990.0,United Kingdom,14.850000000000001,2011-05
576217,23535,WALL ART BICYCLE SAFETY,2,2011-11-14 12:56:00,5.95,17081.0,United Kingdom,11.9,2011-11
544311,21670,BLUE SPOT CERAMIC DRAWER KNOB,4,2011-02-17 14:19:00,1.25,17841.0,United Kingdom,5.0,2011-02
577408,48138,DOORMAT UNION FLAG,1,2011-11-20 10:51:00,8.25,14805.0,United Kingdom,8.25,2011-11
537392,21481,FAWN BLUE HOT WATER BOTTLE,4,2010-12-06 13:58:00,2.95,17068.0,United Kingdom,11.8,2010-12
562200,22627,MINT KITCHEN SCALES,2,2011-08-03 12:21:00,8.5,17719.0,United Kingdom,17.0,2011-08
575484,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-11-09 17:02:00,2.95,16670.0,United Kingdom,17.700000000000003,2011-11
556495,22435,SET OF 9 HEART SHAPED BALLOONS,2,2011-06-12 15:14:00,1.25,18069.0,United Kingdom,2.5,2011-06
558885,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-07-04 15:10:00,1.25,13267.0,United Kingdom,15.0,2011-07
563035,22470,HEART OF WICKER LARGE,3,2011-08-11 14:54:00,2.95,17790.0,United Kingdom,8.850000000000001,2011-08
564943,22835,HOT WATER BOTTLE I AM SO POORLY,3,2011-08-31 13:23:00,4.65,17706.0,United Kingdom,13.950000000000001,2011-08
557319,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-06-20 08:23:00,4.95,15076.0,United Kingdom,14.850000000000001,2011-06
567968,22505,MEMO BOARD COTTAGE DESIGN,4,2011-09-23 09:44:00,4.95,12546.0,Spain,19.8,2011-09
568325,21220,SET/4 BADGES DOGS,10,2011-09-26 13:57:00,1.25,14667.0,United Kingdom,12.5,2011-09
578044,71477,COLOURED GLASS STAR T-LIGHT HOLDER,12,2011-11-22 14:41:00,3.95,13488.0,United Kingdom,47.400000000000006,2011-11
554939,20726,LUNCH BAG WOODLAND,2,2011-05-27 13:49:00,1.65,15311.0,United Kingdom,3.3,2011-05
559098,85152,HAND OVER THE CHOCOLATE   SIGN ,48,2011-07-06 11:02:00,1.85,16029.0,United Kingdom,88.80000000000001,2011-07
539647,84988,SET OF 72 PINK HEART PAPER DOILIES,3,2010-12-20 16:08:00,1.45,15460.0,United Kingdom,4.35,2010-12
541604,22098,BOUDOIR SQUARE TISSUE BOX,2,2011-01-19 17:23:00,1.25,14572.0,United Kingdom,2.5,2011-01
575331,22991,GIRAFFE WOODEN RULER,12,2011-11-09 13:52:00,1.95,13209.0,United Kingdom,23.4,2011-11
574709,22600,CHRISTMAS RETROSPOT STAR WOOD,10,2011-11-06 14:14:00,0.85,17768.0,United Kingdom,8.5,2011-11
575634,23289,DOLLY GIRL CHILDRENS BOWL,8,2011-11-10 13:44:00,1.25,13266.0,United Kingdom,10.0,2011-11
